"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-03-15 ~ 2025-04-14"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"3778","인천광역시 서구 가좌동","114-73","0114","0073","창대빌라(3,4동)","37.3200","26.0550","202503","31","9,000","1","개인","개인","1991","가정로 144-5","-","중개거래","인천 서구","25.04.29"
"3779","대전광역시 동구 가양동","24-30","0024","0030","거상빌라(24-30)","52.7400","34.1400","202503","31","9,200","2","개인","개인","1991","우암로291번길 70","-","중개거래","대전 동구","-"
"3780","경상남도 진주시 상봉동","744-1","0744","0001","대룡빌라","78.7400","47.4400","202503","31","5,400","2","개인","개인","1995","상봉대룡길21번길 15","-","중개거래","경남 진주시","-"
"3781","서울특별시 강서구 등촌동","521-12","0521","0012","등촌팰리스","16.2000","15.0600","202503","31","24,000","3","개인","개인","2017","등촌로39바길 13","-","중개거래","서울 강서구","25.04.02"
"3782","서울특별시 성북구 안암동2가","139-31","0139","0031","우원빌","38.4800","24.0120","202503","31","29,000","3","개인","개인","2008","고려대로7길 6","-","직거래","-","-"
"3783","경기도 광주시 초월읍 산이리","6-4","0006","0004","정원그린맨션","72.1200","82.5000","202503","31","11,500","2","개인","개인","1999","경충대로 892-42","-","중개거래","경기 광주시","-"
"3784","경상북도 봉화군 봉화읍 내성리","332","0332","0000","반송그린타운","71.9000","82.3900","202503","31","10,000","5","개인","개인","2015","내성로7길 46","-","직거래","-","25.03.31"
"3785","경기도 광주시 곤지암읍 곤지암리","406","0406","0000","삼성아트빌","35.7600","42.5000","202503","31","8,500","1","개인","개인","2003","대석동길61번길 1-36","-","중개거래","경기 광주시","25.03.31"
"3786","충청남도 예산군 예산읍 신례원리","262-80","0262","0080","드림빌102동103동","49.5912","44.9060","202503","31","4,850","4","개인","개인","2016","신례원로171번길 11-11","-","중개거래","충남 예산군","25.03.31"
"3787","경기도 안양시 만안구 안양동","857-41","0857","0041","렉스빌라나동","63.4400","30.3875","202503","31","29,700","4","개인","개인","2003","만안로 337","-","중개거래","경기 안양시 만안구","-"
"3788","경기도 군포시 금정동","753-13","0753","0013","우진아트빌","43.6900","27.4250","202503","31","22,500","2","개인","개인","2015","금재로35번안길 22","-","직거래","-","25.04.28"
"3789","경상남도 의령군 의령읍 하리","634","0634","0000","대성빌라1차","75.2700","70.0625","202503","31","9,000","1","개인","개인","2002","벽화로8길 13","-","직거래","-","25.04.22"
"3790","경상남도 진주시 신안동","32-1","0032","0001","목련","65.0000","63.1125","202503","31","8,500","1","개인","개인","1983","신안로34번길 16","-","직거래","-","25.03.31"
"3791","인천광역시 계양구 작전동","862-17","0862","0017","미진가,나,다동","53.9800","36.2793","202503","31","14,000","1","개인","개인","1979","작전시장로22번길 9","-","중개거래","인천 계양구","25.04.24"
"3792","서울특별시 서초구 방배동","978-9","0978","0009","방배파크빌라","50.1000","41.0400","202503","31","106,000","1","개인","개인","1988","방배중앙로 5","-","중개거래","서울 서초구","-"
"3793","충청남도 아산시 둔포면 둔포리","256-9","0256","0009","둔포","50.6700","40.4850","202503","31","6,000","4","개인","개인","1991","둔포중앙로133번길 25","-","직거래","-","25.04.01"
"3794","서울특별시 강남구 논현동","148-8","0148","0008","케아하우스","29.6400","18.0000","202503","31","32,000","2","개인","개인","2015","강남대로124길 68-1","-","중개거래","서울 강남구","-"
"3795","서울특별시 관악구 신림동","95-79","0095","0079","영동빌라(95-79)","79.5400","35.8500","202503","31","35,000","3","개인","개인","2000","쑥고개로2나길 12","-","직거래","-","25.04.03"
"3796","서울특별시 관악구 신림동","610-136","0610","0136","금강빌라(610-136)","39.9000","17.6300","202503","31","11,500","2","법인","개인","1993","법원단지9길 56","-","중개거래","서울 관악구","25.04.01"
"3797","서울특별시 양천구 신월동","1072","1072","0000","아레테시티","49.8000","32.9116","202503","31","24,000","6","개인","개인","2016","지양로 120","-","중개거래","서울 양천구","-"
"3798","서울특별시 양천구 신월동","443-4","0443","0004","현대하우징(443-4)","50.8800","26.4470","202503","31","28,000","4","개인","개인","2010","오목로7길 3","-","중개거래","서울 양천구","-"
"3799","서울특별시 양천구 신월동","501-8","0501","0008","미래하이츠","64.8500","34.5200","202503","31","27,000","4","개인","개인","2002","중앙로49길 5-13","-","중개거래","서울 양천구","25.05.02"
"3800","울산광역시 중구 태화동","748-10","0748","0010","SK공동주택","65.8800","120.0938","202503","31","30,000","2","개인","개인","1987","명정3길 24-2","-","중개거래","울산 중구","25.04.30"
"3801","서울특별시 관악구 신림동","1634-40","1634","0040","(1634-40)","45.2700","35.9400","202503","31","25,300","1","개인","개인","1990","신림로53가길 16-7","-","중개거래","서울 관악구","25.04.28"
"3802","경기도 광주시 퇴촌면 광동리","126-3","0126","0003","대영파크(105동)","59.0800","102.7080","202503","31","15,500","1","개인","개인","2015","탑골길 41-4","-","중개거래","경기 광주시","25.04.28"
"3803","서울특별시 서초구 방배동","920-29","0920","0029","P.M.P스튜디오","29.8100","17.6570","202503","31","59,000","3","개인","개인","2011","효령로25길 27","-","중개거래","서울 서초구","-"
"3804","경기도 안양시 동안구 비산동","1029-18","1029","0018","성덕빌라","57.1350","36.2200","202503","31","64,500","1","개인","개인","1997","평촌대로396번길 9-17","-","중개거래","경기 안양시 동안구","-"
"3805","경기도 광주시 퇴촌면 광동리","6-12","0006","0012","광동풍경채(105동)","72.0650","145.2500","202503","31","24,300","3","개인","개인","2017","광동로52번길 103","-","중개거래","경기 광주시","-"
"3806","충청남도 홍성군 홍성읍 오관리","548-9","0548","0009","해피하우스","49.9500","43.9090","202503","31","5,000","3","개인","개인","2013","충절로1053번길 97","-","중개거래","충남 홍성군","-"
"3807","경기도 안양시 만안구 안양동","973-35","0973","0035","청명해오름","54.1200","46.6246","202503","31","23,000","2","개인","개인","2018","병목안로130번길 115-8","-","중개거래","경기 안양시 동안구, 경기 안양시 만안구","25.04.25"
"3808","울산광역시 중구 학산동","4-36","0004","0036","대천학빌라","71.5524","53.2750","202503","31","17,800","3","개인","개인","2003","새치로 23-1","-","중개거래","울산 중구","-"
"3809","서울특별시 강동구 천호동","398-7","0398","0007","홈하우스","33.5900","23.9523","202503","31","41,500","5","개인","개인","2016","구천면로33길 19","-","중개거래","서울 강동구","-"
"3810","경기도 안양시 만안구 안양동","571-2","0571","0002","유림하이츠","66.8100","37.1900","202503","31","29,000","5","개인","개인","2014","문예로24번길 31","-","중개거래","경기 안양시 만안구","25.04.21"
"3811","서울특별시 강동구 천호동","40-26","0040","0026","베네치아B동","40.0400","27.6369","202503","31","33,500","3","개인","기타","2016","양재대로125길 54","-","중개거래","서울 강동구","25.04.18"
"3812","경기도 양주시 덕계동","410-4","0410","0004","제3차상전빌라(가동)","54.3300","26.4900","202503","31","7,350","2","개인","개인","1992","평화로1416번길 52","-","중개거래","경기 양주시","25.04.28"
"3813","경기도 안양시 만안구 안양동","1094-5","1094","0005","리체타운빌101동102동103동104동","41.6160","34.3842","202503","31","17,000","3","개인","개인","2014","창박로41번길 19-47","-","직거래","-","-"
"3814","충청북도 청주시 상당구 대성동","18-3","0018","0003","건흥빌라다동","40.6400","30.3300","202503","31","5,000","1","개인","개인","1994","용담로93번길 19","-","중개거래","충북 청주시 상당구","25.04.03"
"3815","서울특별시 강동구 천호동","21-31","0021","0031","동하에코빌","47.5700","28.9100","202503","31","37,500","3","개인","개인","2015","상암로35길 21","-","중개거래","서울 강동구","-"
"3816","서울특별시 송파구 오금동","46-8","0046","0008","정한빌라","47.0700","23.5300","202503","31","27,500","2","개인","개인","1995","중대로25길 18-3","-","직거래","-","25.04.01"
"3817","서울특별시 성북구 정릉동","202-27","0202","0027","HK팰리스102동","54.5600","34.9669","202503","31","38,500","1","개인","개인","2019","보국문로8가길 20-12","-","중개거래","서울 성북구","-"
"3818","인천광역시 서구 검암동","644-1","0644","0001","S클래스A동B동","45.4200","687.2000","202503","31","11,300","4","개인","개인","2012","도요지로189번길 30","-","중개거래","인천 서구","25.04.18"
"3819","충청남도 보령시 죽정동","720","0720","0000","우림주택","58.6800","107.3000","202503","31","8,500","1","개인","개인","1986","봉황로 35","-","직거래","-","25.03.31"
"3820","경기도 파주시 파주읍 파주리","451-6","0451","0006","(451-6)","15.4280","16.7340","202503","31","2,600","2","개인","개인","2013","시장거리길 46-3","-","중개거래","경기 파주시","25.04.02"
"3821","경기도 남양주시 진접읍 팔야리","780-20","0780","0020","한성빌라다동,라동","40.0500","36.0600","202503","31","5,000","4","개인","개인","1991","광릉내로82번길 20-8","-","중개거래","경기 포천시","-"
"3822","서울특별시 광진구 자양동","603-2","0603","0002","대원빌9차","29.8100","23.2000","202503","31","45,500","4","개인","개인","2015","뚝섬로48길 8","-","중개거래","서울 광진구","-"
"3823","서울특별시 마포구 성산동","20-19","0020","0019","라비앙로즈","37.4000","23.4800","202503","31","35,500","4","개인","개인","2019","월드컵북로12길 48","-","중개거래","서울 마포구","-"
"3824","대구광역시 동구 방촌동","1072-24","1072","0024","경북금성(6동,7동)","35.7200","31.9300","202503","31","6,800","3","개인","개인","1981","화랑로73길 48","-","중개거래","대구 동구","-"
"3825","경기도 고양시 일산동구 식사동","729-10","0729","0010","식사블루힐(101동)","53.7000","54.5100","202503","31","36,000","2","개인","법인","2023","동국로 137-41","-","직거래","-","-"
"3826","서울특별시 광진구 자양동","686-45","0686","0045","리버하우스1차","39.5300","20.8200","202503","31","45,000","2","기타","개인","2008","뚝섬로62길 38","-","직거래","-","-"
"3827","충청북도 충주시 교현동","453-2","0453","0002","경안하이빌2","65.0100","44.5500","202503","31","10,000","3","개인","개인","2012","교동13길 26","-","중개거래","충북 충주시","-"
"3828","경기도 양주시 광적면 석우리","721-1","0721","0001","대림홈타운(5.6동)","50.5500","31.9942","202503","31","8,600","5","법인","개인","2012","가래비14길 5-14","-","중개거래","경기 양주시","25.04.15"
"3829","경기도 안양시 만안구 안양동","821-58","0821","0058","쉐르빌A동B동","46.4200","30.5742","202503","31","26,500","2","개인","개인","2015","박달우회로150번길 13-26","-","중개거래","경기 안양시 만안구","-"
"3830","경기도 안산시 상록구 본오동","858-4","0858","0004","(858-4)","37.4400","18.6230","202503","31","4,500","-1","개인","개인","1995","본오로8길 25-1","-","중개거래","경기 안산시 상록구","25.04.22"
"3831","경기도 안산시 상록구 본오동","908-1","0908","0001","동서빌라트","75.1100","36.7000","202503","31","15,000","3","개인","개인","2002","본오로6길 15","-","중개거래","경기 안산시 상록구","25.04.23"
"3832","충청북도 진천군 광혜원면 광혜원리","644-1","0644","0001","복지아파트","48.7700","88.6600","202503","31","6,000","1","개인","개인","1992","구암길 46","-","중개거래","충북 진천군","-"
"3833","제주특별자치도 서귀포시 대정읍 구억리","1115","1115","0000","해동그린앤골드","84.9355","129.1260","202503","31","70,000","5","개인","개인","2016","에듀시티로 23","-","직거래","-","25.03.31"
"3834","서울특별시 광진구 자양동","231-8","0231","0008","우석디자인빌","50.1600","31.2300","202503","31","64,500","5","개인","개인","2015","아차산로46길 22-3","-","중개거래","서울 광진구","-"
"3835","대구광역시 서구 평리동","767-43","0767","0043","한솔빌라트","64.0350","59.7066","202503","31","17,800","2","개인","개인","2013","통학로40길 47","-","중개거래","대구 서구","25.04.07"
"3836","충청남도 공주시 교동","102-2","0102","0002","다솜빌","70.4300","79.4881","202503","31","13,500","1","개인","개인","2014","교동안길 7-3","-","중개거래","충남 공주시","-"
"3837","경기도 성남시 중원구 하대원동","148-19","0148","0019","상우빌라","41.1300","20.6875","202503","31","19,500","1","개인","개인","1991","둔촌대로 228-4","-","중개거래","경기 성남시 중원구","-"
"3838","서울특별시 은평구 불광동","163-14","0163","0014","(163-14)","38.4300","30.6600","202503","31","7,000","-1","개인","개인","1986","연서로38길 30-26","-","직거래","-","25.04.15"
"3839","경기도 파주시 적성면 구읍리","641-6","0641","0006","현대아트빌101동102동","74.9500","78.3100","202503","31","8,000","1","개인","개인","2004","칠중5길 23-7","-","직거래","-","25.03.31"
"3840","제주특별자치도 제주시 외도일동","1820","1820","0000","진캐슬","80.5700","133.4327","202503","31","32,700","1","개인","개인","2023","우령서로 10","-","직거래","-","-"
"3841","경기도 안산시 상록구 부곡동","666-17","0666","0017","상명아트빌3차(666-17)","69.7100","32.3500","202503","31","14,500","2","개인","개인","2009","정재로2길 7","-","직거래","-","25.04.01"
"3842","경기도 성남시 분당구 정자동","29","0029","0000","느티마을선경","164.8400","204.2600","202503","31","230,000","2","개인","개인","1995","황새울로132번길 27","-","중개거래","경기 성남시 분당구","-"
"3843","서울특별시 성북구 석관동","120-41","0120","0041","누리애빌","54.9500","36.5420","202503","31","38,000","2","개인","개인","2015","한천로72길 17-5","-","중개거래","서울 성북구","-"
"3844","서울특별시 동작구 노량진동","226-26","0226","0026","그린아트","54.7800","25.3000","202503","31","139,000","3","개인","개인","1994","장승배기로22길 50","-","중개거래","서울 동작구, 서울 마포구","-"
"3845","대구광역시 중구 완전동","1-20","0001","0020","대명","43.2800","23.3212","202503","31","11,000","2","개인","개인","2003","교동4길 25-5","-","직거래","-","25.04.01"
"3846","경기도 수원시 팔달구 우만동","514","0514","0000","(514-0)","68.1000","39.9383","202503","31","32,000","5","개인","개인","2012","팔달문로163번길 63","-","중개거래","경기 수원시 영통구","25.04.02"
"3847","경기도 성남시 중원구 성남동","3995","3995","0000","신흥다세대","35.4000","27.1000","202503","31","21,700","3","개인","개인","1988","둔촌대로151번길 22-1","-","중개거래","경기 성남시 중원구","25.04.04"
"3848","서울특별시 강동구 명일동","312-185","0312","0185","한영아르떼","23.3900","14.1800","202503","31","34,900","6","개인","개인","2016","양재대로145길 36","-","중개거래","서울 강동구","-"
"3849","제주특별자치도 제주시 연동","318-11","0318","0011","동흥빌라","59.4000","35.1410","202503","31","11,000","4","개인","개인","1991","선덕로4길 31-1","-","직거래","-","25.04.10"
"3850","대구광역시 달서구 상인동","276-17","0276","0017","성봉(B)","76.5800","75.2500","202503","31","16,000","1","개인","개인","1996","월배로40길 68","-","중개거래","대구 달서구","-"
"3851","서울특별시 양천구 목동","607-29","0607","0029","티오피클래식","41.4500","14.1800","202503","31","35,500","7","개인","개인","2014","목동중앙북로7가길 42","-","중개거래","서울 양천구","-"
"3852","경기도 파주시 야당동","240-50","0240","0050","도시농부1단지102동(240-50)","47.5900","70.1900","202503","31","22,000","1","개인","개인","2010","하우2길 59-7","-","직거래","-","-"
"3853","대구광역시 달서구 송현동","377","0377","0000","영원빌라(377)","74.4920","53.1480","202503","31","7,900","1","개인","개인","1994","앞산순환로51길 28-6","-","중개거래","대구 달서구","25.04.30"
"3854","경기도 이천시 부발읍 무촌리","110-16","0110","0016","블레싱타운(201동202동)","52.5575","107.5460","202503","31","12,800","3","개인","개인","2016","대산로 759","-","중개거래","경기 이천시","-"
"3855","부산광역시 사상구 감전동","107-24","0107","0024","렌탈하우스","23.2400","11.7900","202503","31","3,900","4","개인","개인","2003","사상로137번길 10","-","직거래","-","25.04.01"
"3856","부산광역시 사상구 감전동","107-24","0107","0024","렌탈하우스","23.2400","11.7900","202503","31","4,000","1","개인","개인","2003","사상로137번길 10","-","직거래","-","25.04.01"
"3857","서울특별시 도봉구 쌍문동","103-145","0103","0145","대상주택","49.3600","23.9500","202503","31","18,200","2","개인","개인","2002","도봉로103길 27","-","중개거래","서울 강북구","-"
"3858","부산광역시 사상구 감전동","107-24","0107","0024","렌탈하우스","27.0800","13.7300","202503","31","4,600","4","개인","개인","2003","사상로137번길 10","-","직거래","-","25.04.01"
"3859","서울특별시 양천구 목동","545-31","0545","0031","온세주택","68.1000","42.0500","202503","31","38,000","3","개인","개인","2007","목동중앙본로28길 37-12","-","중개거래","서울 양천구","-"
"3860","부산광역시 사상구 감전동","107-24","0107","0024","렌탈하우스","23.2400","11.7900","202503","31","4,000","2","개인","개인","2003","사상로137번길 10","-","직거래","-","25.04.01"
"3861","경기도 이천시 마장면 양촌리","129-1","0129","0001","신승용다세대101동(동래빌라)","59.8250","38.9000","202503","31","6,000","2","개인","개인","1994","중부대로 121-13","-","중개거래","경기 이천시","25.04.14"
"3862","경기도 이천시 대월면 초지리","390-10","0390","0010","우리팰리스타운","69.1700","105.8750","202503","31","33,800","3","개인","법인","2024","대평로174번길 105-14","-","직거래","-","25.04.22"
"3863","경기도 이천시 대월면 초지리","390-10","0390","0010","우리팰리스타운","69.1700","105.8750","202503","31","33,800","3","개인","법인","2024","대평로174번길 105-14","-","직거래","-","25.04.22"
"3864","경기도 이천시 대월면 초지리","391-2","0391","0002","우리팰리스타운(103동)","69.1700","89.5000","202503","31","33,800","3","개인","법인","2025","대평로174번길 105-22","-","직거래","-","25.04.22"
"3865","경기도 이천시 대월면 초지리","391-2","0391","0002","우리팰리스타운(103동)","69.1700","89.5000","202503","31","43,800","4","개인","법인","2025","대평로174번길 105-22","-","직거래","-","25.04.22"
"3866","서울특별시 금천구 시흥동","558-27","0558","0027","삼성빌라C동","40.4100","21.8600","202503","31","11,500","-1","개인","개인","1993","시흥대로51길 93-27","-","중개거래","서울 금천구","-"
"3867","경기도 이천시 대월면 초지리","391-2","0391","0002","우리팰리스타운(103동)","69.1700","89.5000","202503","31","43,800","4","개인","법인","2025","대평로174번길 105-22","-","직거래","-","25.04.22"
"3868","경기도 이천시 대월면 초지리","391-2","0391","0002","우리팰리스타운(103동)","69.1700","89.5000","202503","31","33,800","3","개인","법인","2025","대평로174번길 105-22","-","직거래","-","-"
"3869","경기도 동두천시 상봉암동","249-1","0249","0001","유채네동산빌라","78.9900","51.6000","202503","31","6,900","2","개인","개인","1998","봉동로 111","-","중개거래","경기 동두천시","-"
"3870","경기도 고양시 일산동구 풍동","140-5","0140","0005","경풍빌라","38.5650","30.3200","202503","31","9,000","1","개인","개인","1991","백마로502번길 38","-","중개거래","경기 고양시 일산동구","25.04.28"
"3871","경상남도 김해시 진영읍 여래리","727-1","0727","0001","베네스빌라2단지AB동","100.7600","59.1605","202503","31","9,000","2","개인","개인","2002","여래로 53","-","중개거래","경남 김해시","-"
"3872","경기도 동두천시 생연동","160-4","0160","0004","더힐펠리스","55.5300","28.2300","202503","31","10,300","5","개인","법인","2019","동광로166번길 55","-","직거래","-","25.04.29"
"3873","경기도 안성시 금산동","159-10","0159","0010","(159-10)","43.9800","24.4360","202503","31","19,000","4","개인","개인","2019","백성2길 23","-","직거래","-","25.04.29"
"3874","서울특별시 은평구 역촌동","60-56","0060","0056","리치캐슬","36.5900","25.1820","202503","31","17,000","5","개인","개인","2011","역말로4길 11-13","-","중개거래","서울 은평구","25.04.15"
"3875","서울특별시 은평구 역촌동","78-23","0078","0023","다원빌(78-23)","32.9500","21.2100","202503","31","24,000","6","개인","개인","2017","갈현로5길 6-10","-","중개거래","서울 은평구","-"
"3876","서울특별시 광진구 화양동","68-1","0068","0001","청호빌라","67.6100","49.6240","202503","31","31,000","-1","개인","개인","1995","군자로4길 7","-","중개거래","서울 광진구","-"
"3877","경상북도 포항시 남구 송도동","503-1","0503","0001","송도신흥주택","44.2800","54.3000","202503","31","3,700","1","개인","개인","1986","운하로24번길 6","-","중개거래","경북 포항시 남구","25.04.04"
"3878","서울특별시 도봉구 방학동","615","0615","0000","이화빌라(가동)","45.9600","29.7500","202503","31","12,000","2","개인","개인","1990","시루봉로13길 22","-","중개거래","서울 도봉구","25.04.28"
"3879","경기도 포천시 어룡동","197-1","0197","0001","학산","48.6300","45.3500","202503","31","4,750","2","개인","개인","1986","호국로1331번길 8-24","-","중개거래","경기 포천시","25.04.03"
"3880","인천광역시 미추홀구 숭의동","291-36","0291","0036","극동빌라","36.3600","25.1800","202503","31","7,800","1","개인","개인","1991","독배로432번길 37","-","중개거래","인천 미추홀구","25.04.04"
"3881","서울특별시 동작구 상도동","210-30","0210","0030","대왕주택(210-30)","55.2900","33.3900","202503","31","38,000","4","개인","개인","2016","양녕로24길 6","-","중개거래","서울 동작구","-"
"3882","서울특별시 금천구 독산동","882-18","0882","0018","레이나(882-18)","28.9400","21.9010","202503","31","32,000","3","개인","개인","2022","문성로7가길 15","-","직거래","-","-"
"3883","서울특별시 금천구 독산동","885-2","0885","0002","한강빌라A","51.1200","24.7000","202503","31","20,700","2","개인","개인","1991","문성로1길 28","-","중개거래","서울 금천구","25.04.30"
"3884","대전광역시 서구 내동","23-4","0023","0004","세안주택","20.4614","21.2176","202503","31","8,200","5","개인","법인","2019","도솔로245번길 57","-","중개거래","대전 유성구","25.04.30"
"3885","서울특별시 서초구 우면동","7-5","0007","0005","신성아트빌라","102.1600","56.4900","202503","31","59,000","2","개인","개인","1992","바우뫼로6길 26","-","직거래","-","25.04.01"
"3886","경기도 안산시 단원구 와동","777-7","0777","0007","동신타운(777-7)","64.5700","33.1800","202503","31","14,900","1","개인","법인","2002","와동공원로8길 47","20250409","중개거래","경남 진주시","-"
"3887","경기도 평택시 합정동","974-14","0974","0014","뉴현대팰리스","44.9600","28.2100","202503","31","11,500","2","개인","개인","2014","평택5로34번길 51","-","중개거래","경기 부천시 소사구","25.04.04"
"3888","경기도 안산시 단원구 와동","777-7","0777","0007","동신타운(777-7)","64.5700","33.1800","202503","31","14,900","1","개인","법인","2002","와동공원로8길 47","-","중개거래","경남 진주시","25.04.11"
"3889","인천광역시 서구 연희동","732-12","0732","0012","대신아트빌라7동","39.4200","20.6400","202503","31","8,500","4","개인","개인","2001","염곡로714번길 1","-","중개거래","인천 서구","25.04.28"
"3890","인천광역시 서구 연희동","710-11","0710","0011","라인빌라(B동)","46.1300","23.4700","202503","31","8,500","2","개인","개인","2002","간촌로7번길 7","-","중개거래","인천 서구","25.04.25"
"3891","서울특별시 강북구 수유동","245-153","0245","0153","어반휴A동","46.7700","32.0000","202503","31","28,500","5","개인","법인","2022","삼양로118길 18-7","-","직거래","-","-"
"3892","경상북도 포항시 남구 해도동","126-3","0126","0003","은혜주택","51.8400","29.7940","202503","31","4,000","3","개인","법인","1991","희망대로 935-1","-","직거래","-","25.04.01"
"3893","서울특별시 강북구 수유동","269-12","0269","0012","경모빌라트9차","71.5800","31.6800","202503","31","23,000","5","개인","개인","2002","한천로166길 11","-","직거래","-","25.03.31"
"3894","서울특별시 구로구 항동","1-5","0001","0005","그린빌라","111.5400","277.4248","202503","31","150,000","1","개인","개인","1983","연동로 287","-","중개거래","서울 구로구","-"
"3895","강원특별자치도 홍천군 홍천읍 희망리","329-10","0329","0010","희망(329-10)","59.0200","50.6400","202503","31","5,800","3","개인","개인","1982","홍천로3길 11","20250424","중개거래","강원 홍천군","-"
"3896","서울특별시 관악구 남현동","1053-2","1053","0002","예주아트빌","59.3500","35.8068","202503","31","40,000","4","개인","개인","2015","남부순환로256길 6","20250403","중개거래","서울 관악구","-"
"3897","충청남도 부여군 부여읍 동남리","522-5","0522","0005","강남그린하우스A동","73.4000","63.0000","202503","31","17,400","2","개인","개인","2013","부장대로 7","-","중개거래","충남 부여군","-"
"3898","인천광역시 미추홀구 학익동","2-15","0002","0015","서울빌라","36.4900","23.8750","202503","31","5,000","2","개인","개인","1991","재넘이길 22","-","중개거래","인천 미추홀구","25.03.31"
"3899","경기도 김포시 대곶면 율생리","340-9","0340","0009","미래아트빌1동2동","36.2300","28.1978","202503","31","12,500","4","개인","개인","2016","대명항로 322","-","직거래","-","25.04.03"
"3900","서울특별시 강북구 수유동","1-83","0001","0083","은행빌라A동","70.5600","39.0800","202503","31","31,600","2","개인","개인","2001","수유로21길 3-10","-","중개거래","서울 강북구","-"
"3901","경상북도 문경시 공평동","404-34","0404","0034","드림힐츠101동","70.7600","76.1250","202503","31","14,200","2","개인","개인","2018","공평로 58-12","-","중개거래","경북 문경시","-"
"3902","경기도 평택시 이충동","471-17","0471","0017","(471-17)","49.9700","15.4420","202503","31","19,300","7","개인","개인","2016","서정역로26번길 12-17","-","중개거래","경기 평택시","-"
"3903","인천광역시 미추홀구 도화동","127-37","0127","0037","로얄그린빌(127-37)","39.5700","19.7300","202503","31","9,500","4","개인","법인","2002","석정로326번길 39-16","-","직거래","-","25.04.09"
"3904","인천광역시 미추홀구 도화동","597-95","0597","0095","수봉파크빌(597-95)","55.1500","42.9061","202503","31","9,919","3","개인","법인","2015","경인로234번길 24-9","-","직거래","-","-"
"3905","서울특별시 관악구 남현동","1053-2","1053","0002","예주아트빌","59.3500","35.8068","202503","31","40,000","4","개인","개인","2015","남부순환로256길 6","-","중개거래","서울 관악구","-"
"3906","서울특별시 구로구 오류동","242-1","0242","0001","건영포레스트빌","39.3100","28.6800","202503","31","25,500","3","개인","개인","2020","오리로13가길 26","-","중개거래","서울 구로구","-"
"3907","서울특별시 구로구 오류동","242-1","0242","0001","건영포레스트빌","39.3100","28.6800","202503","31","25,500","3","개인","개인","2020","오리로13가길 26","20250402","중개거래","서울 구로구","-"
"3908","서울특별시 구로구 오류동","168-9","0168","0009","천안주택(나)","33.6000","33.8800","202503","31","20,000","3","개인","개인","1991","오류로 54-26","-","직거래","-","25.04.29"
"3909","서울특별시 종로구 관수동","98-1","0098","0001","하이뷰디아트","14.8500","3.3937","202503","31","24,500","13","개인","개인","2020","종로18길 37","-","직거래","-","25.04.01"
"3910","경기도 성남시 수정구 양지동","467","0467","0000","은행빌라(A동)","41.2200","27.8875","202503","31","15,000","2","개인","개인","1989","양지로39번길 3","-","중개거래","경기 성남시 수정구","-"
"3911","경기도 화성시 기안동","345","0345","0000","예담채1단지","72.7700","60.0100","202503","31","28,900","4","개인","법인","2023","효행로 229-23","-","직거래","-","25.04.25"
"3912","경상북도 경주시 동천동","901-10","0901","0010","동천프로빌","48.0300","34.4167","202503","31","4,500","3","개인","개인","2002","초당길 127","-","중개거래","경북 경주시","25.04.08"
"3913","경기도 평택시 서정동","771-10","0771","0010","대성빌라","48.1300","27.0000","202503","31","4,000","-1","개인","개인","1991","서정북로125번길 32-3","-","중개거래","경기 평택시","25.04.30"
"3914","경기도 부천시 원미구 원미동","189-71","0189","0071","성수파크빌(A동)","48.1500","29.1900","202503","30","21,500","3","개인","개인","2017","원미로78번길 8-15","20250331","중개거래","경기 부천시 원미구","-"
"3915","서울특별시 송파구 잠실동","329-5","0329","0005","그랑아트","29.2200","18.7700","202503","30","47,500","3","개인","개인","2023","삼전로3길 8","-","직거래","-","-"
"3916","경기도 안산시 상록구 월피동","490-1","0490","0001","크리스탈타운","72.6400","36.5250","202503","30","22,000","5","개인","개인","2017","광덕산3로 18","-","중개거래","경기 안산시 상록구","-"
"3917","서울특별시 강북구 미아동","128-39","0128","0039","홍솔맨션","50.3800","26.8300","202503","30","25,000","2","개인","개인","1998","도봉로38길 45-7","-","중개거래","서울 강북구","-"
"3918","경기도 부천시 소사구 괴안동","7-5","0007","0005","남영라끄빌","57.8150","36.9000","202503","30","35,500","2","개인","법인","2023","경인옛로108번길 16","-","직거래","-","25.04.16"
