"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-03-15 ~ 2025-04-14"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"170","충청남도 서천군 한산면 송곡리","1**","단독","8m미만","36.36","407.00","202504","14","1,950","개인","개인","1910","종단길","-","직거래","-"
"171","대전광역시 유성구 하기동","5**","다가구","12m미만","372.01","239.20","202504","14","70,000","개인","개인","2011","송림로58번길","-","중개거래","대전 유성구"
"172","대구광역시 남구 대명동","4**","단독","25m미만","198.96","131.00","202504","14","58,000","개인","개인","2015","큰골길","-","직거래","-"
"173","대전광역시 대덕구 중리동","2**","다가구","8m미만","193.33","200.90","202504","14","12,000","개인","개인","1989","계족로521번길","-","중개거래","대전 대덕구"
"174","경기도 성남시 중원구 상대원동","2***","다가구","8m미만","118.92","61.80","202504","14","36,000","개인","개인","1996","박석로85번길","-","직거래","-"
"175","전북특별자치도 김제시 봉남면 행촌리","1**","단독","8m미만","125.31","517.00","202504","14","5,800","개인","개인","1960","행촌1길","-","중개거래","전북 전주시 완산구"
"176","전북특별자치도 김제시 진봉면 상궐리","9*","단독","8m미만","94.48","202.00","202504","14","3,300","개인","개인","1987","진봉로","-","직거래","-"
"177","서울특별시 성동구 용답동","4*","단독","25m미만","195.36","170.90","202504","13","248,000","개인","개인","1974","용답25다길","-","중개거래","서울 서대문구, 서울 성동구"
"178","충청남도 천안시 서북구 부대동","8**","단독","25m미만","84.82","115.00","202504","13","82,500","개인","법인","2022","부성14길","-","직거래","-"
"179","충청북도 보은군 보은읍 삼산리","6*","단독","8m미만","83.66","96.00","202504","13","4,700","개인","개인","1955","은혜길","-","중개거래","충북 보은군"
"180","전라남도 장흥군 장동면 봉동리","9**","단독","8m미만","73.00","417.00","202504","13","3,000","개인","개인","1959","진곡길","-","직거래","-"
"181","경기도 광주시 퇴촌면 원당리","1**","단독","8m미만","86.76","188.00","202504","13","40,100","개인","개인","2023","원당길","-","직거래","-"
"182","서울특별시 성북구 삼선동2가","6*","다가구","8m미만","173.19","89.00","202504","13","65,000","개인","개인","1996","삼선교로14길","-","중개거래","서울 강남구"
"183","인천광역시 강화군 강화읍 신문리","6**","단독","8m미만","47.60","247.00","202504","13","25,000","개인","개인","1949","향나무길","-","직거래","-"
"184","부산광역시 남구 우암동","1*","단독","8m미만","83.88","93.00","202504","13","9,400","개인","개인","1986","유엔로84번길","-","중개거래","부산 남구"
"185","충청남도 보령시 웅천읍 대창리","*","단독","8m미만","80.48","579.00","202504","13","20,700","개인","개인","2016","한내1길","-","중개거래","충남 공주시"
"186","전북특별자치도 전주시 덕진구 덕진동2가","3**","단독","8m미만","108.83","149.00","202504","13","29,000","개인","개인","1978","하가1길","-","중개거래","전북 전주시 덕진구"
"187","경상북도 울진군 평해읍 직산리","2**","단독","12m미만","38.70","266.00","202504","13","20,000","개인","개인","1960","울진대게로","-","직거래","-"
"188","경상북도 구미시 진평동","4*","다가구","12m미만","391.40","219.80","202504","13","70,000","개인","개인","2003","인동18길","-","중개거래","경북 구미시"
"189","충청북도 청주시 청원구 오창읍 구룡리","4**","다가구","12m미만","420.92","351.30","202504","13","75,000","개인","개인","2010","구룡6길","-","중개거래","충북 청주시 청원구"
"190","경상남도 창원시 마산회원구 양덕동","9*","단독","12m미만","129.13","142.40","202504","13","15,000","법인","개인","1977","양덕북12길","-","중개거래","경남 창원시 마산회원구"
"191","경기도 안성시 금광면 오산리","3**","단독","8m미만","91.15","790.00","202504","13","26,000","개인","개인","2010","금광오산로","-","중개거래","경기 안성시"
"192","서울특별시 동대문구 장안동","1**","다가구","8m미만","152.88","95.05","202504","13","56,000","개인","개인","1993","한천로14길","-","중개거래","서울 동대문구"
"193","충청남도 예산군 봉산면 하평리","1**","단독","8m미만","144.30","368.00","202504","13","2,500","개인","개인","1960","","-","직거래","-"
"194","경상남도 산청군 단성면 사월리","5**","단독","8m미만","122.30","363.00","202504","13","8,250","개인","개인","1970","배양길","-","중개거래","경남 산청군"
"195","서울특별시 서초구 방배동","4**","다가구","12m미만","434.07","167.00","202504","13","494,000","법인","개인","2021","청두곶길","-","중개거래","서울 서초구"
"196","충청남도 부여군 외산면 삼산리","2**","단독","8m미만","115.70","426.00","202504","13","5,000","개인","개인","1945","삼산로","-","중개거래","충남 부여군"
"197","충청북도 청주시 흥덕구 봉명동","1***","다가구","12m미만","617.98","265.50","202504","13","185,000","개인","개인","2023","과상미로9번길","-","중개거래","충북 청주시 흥덕구"
"198","충청남도 서천군 문산면 은곡리","3**","단독","8m미만","69.63","358.00","202504","13","12,280","개인","개인","2021","서문로1443번길","-","중개거래","충남 서천군"
"199","충청남도 서천군 화양면 완포리","1**","단독","8m미만","200.69","729.00","202504","13","12,300","개인","개인","1998","화한로324번길","-","중개거래","충남 공주시"
"200","전북특별자치도 순창군 순창읍 순화리","5**","단독","8m미만","98.82","543.20","202504","13","27,000","개인","개인","2003","금산로","-","직거래","-"
"201","인천광역시 부평구 십정동","5**","단독","12m미만","192.96","110.00","202504","13","29,000","개인","개인","1987","백운로6번길","-","직거래","-"
"202","대전광역시 대덕구 중리동","1**","다가구","12m미만","352.44","210.30","202504","13","42,000","개인","개인","1996","계족산로9번길","-","중개거래","대전 대덕구"
"203","부산광역시 동구 초량동","8**","단독","8m미만","98.65","148.00","202504","13","14,900","개인","개인","1985","망양로525번길","-","중개거래","부산 동구"
"204","서울특별시 은평구 불광동","2**","단독","8m미만","56.03","104.00","202504","13","80,700","개인","개인","1967","통일로68길","-","중개거래","서울 은평구"
"205","경상북도 구미시 옥성면 대원리","3**","단독","8m미만","48.00","675.00","202504","13","7,200","개인","개인","1900","대원2길","-","중개거래","경북 구미시"
"206","경기도 의정부시 녹양동","4**","단독","12m미만","196.65","252.90","202504","13","50,000","개인","개인","2012","본원로46번길","-","직거래","-"
"207","충청남도 천안시 동남구 다가동","3**","단독","8m미만","144.08","130.40","202504","13","15,500","개인","개인","1985","다가1길","-","중개거래","충남 천안시 동남구"
"208","충청북도 청주시 흥덕구 봉명동","5**","단독","8m미만","316.38","262.00","202504","13","23,000","개인","개인","1991","직지대로639번길","-","중개거래","충북 청주시 흥덕구"
"209","대구광역시 북구 국우동","1***","다가구","12m미만","302.64","178.90","202504","13","33,000","개인","개인","2002","학남로17길","-","중개거래","대구 북구"
"210","경기도 파주시 상지석동","5**","단독","8m미만","123.32","122.00","202504","13","37,900","개인","개인","2019","운정4길","-","중개거래","경기 파주시"
"211","충청북도 청주시 상당구 용정동","1***","다가구","12m미만","516.42","301.70","202504","13","75,000","개인","개인","2013","용정로38번길","-","중개거래","충북 청주시 상당구"
"212","전북특별자치도 정읍시 감곡면 오주리","2**","단독","8m미만","73.98","595.00","202504","13","800","개인","개인","2007","장촌길","-","중개거래","경기 평택시"
"213","충청남도 천안시 동남구 목천읍 동평리","1**","단독","8m미만","77.12","430.00","202504","13","25,000","개인","개인","1987","동평5길","-","중개거래","충남 천안시 동남구"
"214","경상남도 창녕군 남지읍 남지리","7**","단독","8m미만","121.23","124.70","202504","13","16,000","개인","개인","1999","신남길","-","중개거래","경남 창녕군"
"215","서울특별시 영등포구 대림동","1***","단독","8m미만","190.20","132.00","202504","13","66,000","개인","개인","1988","도림로36길","-","중개거래","서울 영등포구"
"216","경상북도 포항시 북구 용흥동","8*","단독","12m미만","47.05","63.00","202504","13","5,000","개인","개인","1983","탑산길10번길","-","직거래","-"
"217","서울특별시 동대문구 장안동","1**","다가구","8m미만","152.88","95.05","202504","13","56,000","개인","개인","1993","한천로14길","20250506","중개거래","서울 동대문구"
"218","부산광역시 부산진구 연지동","1*","다가구","8m미만","169.48","158.30","202504","13","26,000","개인","개인","1991","성지로51번길","20250508","중개거래","부산 부산진구"
"219","부산광역시 부산진구 연지동","1*","다가구","8m미만","169.48","158.30","202504","13","26,000","개인","개인","1991","성지로51번길","-","중개거래","부산 부산진구"
"220","경상북도 청송군 현동면 도평리","7**","단독","8m미만","81.72","208.00","202504","13","6,700","개인","개인","1995","도평4길","-","중개거래","경북 청송군"
"221","전라남도 목포시 동명동","2**","단독","12m미만","65.45","140.50","202504","13","5,500","개인","개인","1976","자유로20번길","-","중개거래","전남 목포시"
"222","충청남도 천안시 서북구 성정동","6**","다가구","25m미만","658.38","390.40","202504","13","122,000","개인","개인","2010","봉정로","-","중개거래","충남 천안시 서북구"
"223","경기도 광주시 초월읍 용수리","2**","단독","8m미만","76.18","165.00","202504","13","12,000","개인","개인","2005","무들로","-","중개거래","경기 광주시"
"224","충청남도 당진시 정미면 산성리","2**","단독","8m미만","94.46","660.00","202504","13","18,300","개인","개인","2016","회천로","-","중개거래","인천 서구"
"225","충청남도 당진시 면천면 성상리","1***","단독","8m미만","85.00","430.00","202504","13","15,000","개인","개인","2020","면천서문2길","-","중개거래","충남 당진시"
"226","강원특별자치도 홍천군 두촌면 천현리","6**","단독","8m미만","37.55","314.00","202504","13","9,620","개인","개인","2017","가리산길","-","중개거래","강원 원주시"
"227","강원특별자치도 홍천군 두촌면 천현리","6**","단독","8m미만","37.55","314.00","202504","13","9,700","개인","개인","2017","가리산길","20250418","중개거래","강원 원주시"
"228","전북특별자치도 전주시 완산구 중화산동2가","8**","단독","8m미만","167.46","391.00","202504","13","71,000","개인","개인","2012","영선로","-","중개거래","전북 전주시 완산구"
"229","인천광역시 부평구 산곡동","2*","단독","8m미만","84.77","133.00","202504","12","51,076","개인","개인","1980","산청로","-","중개거래","인천 부평구"
"230","경상남도 거제시 장평동","1**","다가구","12m미만","265.44","266.00","202504","12","43,000","개인","개인","2010","장평4로2길","-","중개거래","경남 거제시"
"231","경기도 성남시 수정구 수진동","7**","다가구","8m미만","102.08","59.80","202504","12","73,000","개인","개인","1991","탄리로31번길","-","중개거래","경기 성남시 수정구"
"232","전라남도 진도군 군내면 녹진리","2**","단독","8m미만","85.95","498.00","202504","12","1,700","개인","개인","1971","진도대로","-","직거래","-"
"233","서울특별시 중구 신당동","3**","단독","8m미만","137.82","102.00","202504","12","140,000","개인","개인","1983","청구로3다길","-","중개거래","서울 중구"
"234","서울특별시 중구 신당동","3**","단독","8m미만","218.45","215.00","202504","12","225,300","법인","개인","1966","다산로29길","-","중개거래","서울 중구"
"235","서울특별시 중구 신당동","4**","단독","8m미만","232.66","149.00","202504","12","140,000","개인","개인","1974","다산로5길","-","중개거래","서울 중구"
"236","서울특별시 광진구 자양동","6**","다가구","8m미만","301.74","167.00","202504","12","180,750","법인","개인","1989","자양로11길","-","중개거래","서울 광진구"
